timestamp,trade_number,symbol,type,entry_price,exit_price,stake,payout,profit,is_win,rsi,trend
2025-12-08 03:09:44,1,R_100,PUT,0.5,666.3,0.5,0.96,0.46,WIN,50.25,SIDEWAYS
2025-12-08 03:09:58,2,R_100,CALL,0.5,665.71,0.5,0.0,-0.5,LOSS,59.95,SIDEWAYS
2025-12-08 04:53:20,1,R_100,CALL,5.0,656.58,5.0,0.0,-5.0,LOSS,56.93,SIDEWAYS
2025-12-08 04:53:34,2,R_100,CALL,10.0,656.73,10.0,0.0,-10.0,LOSS,40.9,SIDEWAYS
2025-12-08 04:53:48,3,R_100,CALL,20.0,657.35,20.0,0.0,-20.0,LOSS,50.1,SIDEWAYS
2025-12-08 04:54:02,4,R_100,CALL,40.0,656.77,40.0,78.14,38.14,WIN,49.91,SIDEWAYS
2025-12-08 04:54:18,5,R_100,CALL,5.0,657.33,5.0,9.77,4.77,WIN,59.21,SIDEWAYS
2025-12-08 04:54:32,6,R_100,CALL,5.0,657.93,5.0,9.77,4.77,WIN,59.21,SIDEWAYS
2025-12-08 04:54:46,7,R_100,CALL,5.0,657.47,5.0,0.0,-5.0,LOSS,50.2,SIDEWAYS
2025-12-08 04:55:00,8,R_100,CALL,10.0,657.42,10.0,19.54,9.54,WIN,50.0,UP
2025-12-08 04:55:16,9,R_100,CALL,5.0,657.25,5.0,0.0,-5.0,LOSS,47.85,DOWN
2025-12-08 04:55:30,10,R_100,CALL,10.0,658.05,10.0,19.54,9.54,WIN,47.7,SIDEWAYS
2025-12-08 04:55:44,11,R_100,CALL,5.0,658.61,5.0,9.77,4.77,WIN,47.7,SIDEWAYS
2025-12-08 04:55:58,12,R_100,CALL,5.0,658.59,5.0,0.0,-5.0,LOSS,50.1,SIDEWAYS
2025-12-08 04:56:12,13,R_100,CALL,10.0,658.55,10.0,0.0,-10.0,LOSS,59.98,SIDEWAYS
2025-12-08 04:56:26,14,R_100,CALL,20.0,659.41,20.0,39.07,19.07,WIN,40.99,SIDEWAYS
2025-12-08 04:56:42,15,R_100,CALL,5.0,659.59,5.0,0.0,-5.0,LOSS,50.09,SIDEWAYS
2025-12-08 04:56:58,16,R_100,CALL,10.0,658.72,10.0,0.0,-10.0,LOSS,50.09,SIDEWAYS
2025-12-08 04:57:12,17,R_100,CALL,20.0,658.75,20.0,0.0,-20.0,LOSS,49.96,SIDEWAYS
2025-12-08 04:57:26,18,R_100,CALL,40.0,659.41,40.0,78.14,38.14,WIN,40.92,SIDEWAYS
2025-12-08 04:57:42,19,R_100,CALL,5.0,660.19,5.0,9.77,4.77,WIN,49.94,SIDEWAYS
2025-12-08 04:57:56,20,R_100,CALL,5.0,660.06,5.0,0.0,-5.0,LOSS,49.93,SIDEWAYS
2025-12-08 04:58:10,21,R_100,CALL,10.0,660.5,10.0,19.54,9.54,WIN,49.93,SIDEWAYS
2025-12-08 04:58:26,22,R_100,CALL,5.0,659.89,5.0,0.0,-5.0,LOSS,50.01,SIDEWAYS
2025-12-08 04:58:40,23,R_100,CALL,10.0,660.1,10.0,0.0,-10.0,LOSS,40.82,SIDEWAYS
2025-12-08 04:58:54,24,R_100,CALL,20.0,659.8,20.0,39.07,19.07,WIN,50.2,SIDEWAYS
2025-12-08 05:31:41,1,1HZ75V,CALL,5.0,3641.61,5.0,0.0,-5.0,LOSS,50.0,SIDEWAYS
2025-12-08 05:31:49,2,1HZ75V,CALL,10.0,3641.79,10.0,19.53,9.53,WIN,50.0,SIDEWAYS
2025-12-08 05:31:58,3,1HZ75V,CALL,5.0,3643.11,5.0,0.0,-5.0,LOSS,50.0,SIDEWAYS
2025-12-08 05:32:06,4,1HZ75V,CALL,10.0,3639.2,10.0,0.0,-10.0,LOSS,50.0,SIDEWAYS
2025-12-08 05:32:14,5,1HZ75V,CALL,20.0,3641.38,20.0,39.07,19.07,WIN,50.0,SIDEWAYS
2025-12-08 05:32:23,6,1HZ75V,CALL,5.0,3641.28,5.0,9.77,4.77,WIN,50.0,SIDEWAYS
2025-12-08 05:32:31,7,1HZ75V,CALL,5.0,3641.22,5.0,0.0,-5.0,LOSS,50.0,SIDEWAYS
2025-12-08 05:32:39,8,1HZ75V,CALL,10.0,3640.79,10.0,19.53,9.53,WIN,49.97,DOWN
2025-12-08 05:32:47,9,1HZ75V,CALL,5.0,3642.03,5.0,9.77,4.77,WIN,49.97,DOWN
2025-12-08 05:32:56,10,1HZ75V,CALL,5.0,3641.7,5.0,9.77,4.77,WIN,49.97,DOWN
2025-12-08 05:33:04,11,1HZ75V,CALL,5.0,3641.22,5.0,9.77,4.77,WIN,50.15,SIDEWAYS
2025-12-08 05:33:12,12,1HZ75V,CALL,5.0,3644.53,5.0,9.77,4.77,WIN,50.15,SIDEWAYS
2025-12-08 05:33:20,13,1HZ75V,CALL,5.0,3644.5,5.0,0.0,-5.0,LOSS,50.07,SIDEWAYS
2025-12-08 05:33:28,14,1HZ75V,CALL,10.0,3645.64,10.0,19.53,9.53,WIN,50.07,SIDEWAYS
2025-12-08 05:33:37,15,1HZ75V,CALL,5.0,3645.01,5.0,0.0,-5.0,LOSS,50.03,SIDEWAYS
2025-12-08 05:33:45,16,1HZ75V,CALL,10.0,3646.55,10.0,19.53,9.53,WIN,50.03,SIDEWAYS
2025-12-08 05:33:53,17,1HZ75V,CALL,5.0,3647.82,5.0,9.77,4.77,WIN,50.06,SIDEWAYS
2025-12-08 05:34:01,18,1HZ75V,CALL,5.0,3650.05,5.0,9.77,4.77,WIN,50.06,SIDEWAYS
2025-12-08 05:34:09,19,1HZ75V,CALL,5.0,3649.14,5.0,0.0,-5.0,LOSS,50.06,SIDEWAYS
2025-12-08 05:34:17,20,1HZ75V,CALL,10.0,3650.62,10.0,19.53,9.53,WIN,40.04,SIDEWAYS
2025-12-08 05:34:29,21,1HZ75V,CALL,5.0,3653.24,5.0,9.77,4.77,WIN,50.09,SIDEWAYS
2025-12-08 05:34:37,22,1HZ75V,CALL,5.0,3653.3,5.0,0.0,-5.0,LOSS,50.09,SIDEWAYS
